"tweet_id","customer_text","silver_intent","silver_confidence","label_source"
"2380862","My sister ordered an #iphoneSE from @115850 which has not yet been delivered and when asked, the customer care people said that it has already been sent, she saw the CCTV footage of the day of delivery and astonishingly there was no delivery guy!!! What should we do now?!!","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"1340605","@115821 is starting to really disappoint. What happened to prime being 2 day shipping guaranteed? Customer service is rude too!","general_complaint","medium","heuristic_bootstrap"
"2416596","@AmazonHelp De nada! 
Agora eu vou terminar o meu livro ali e já volto! 
Beijinhos! https://t.co/xAp6f0kzGt","other","low","heuristic_bootstrap"
"748762","@115850 Today you deliver me a used product and your packaging is also not satisfactory.

Order_Id
405-9612638-5949113 https://t.co/tk09nFX8x6","other","low","heuristic_bootstrap"
"1401331","Hey @115830 please don’t send me emails offering credit for ebooks &amp; then when I click the link tell me I’m not eligible - super annoying!","other","low","heuristic_bootstrap"
"612762","@115850 Sir please add Cast feature on Amazon prime video app to watch the video on our TV","other","low","heuristic_bootstrap"
"936076","@AmazonHelp sucks when I order shipping boxes and get drink mix instead. 2nd time this has happened. https://t.co/IWEfUazvHU","other","low","heuristic_bootstrap"
"1068701","@116316 Geld wurde abgebucht aber ich hab ne Mail bekommen, dass die Zahlung abgelehnt wurde?","other","low","heuristic_bootstrap"
"1208784","@AmazonHelp I think I am sharing the details for the 3rd time now! Please please look into the issue where did the parcel go contact ur delivery agent!","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"2420716","Exceptional service by @115850  returns team. Plz express my sincere thanks to Mr Sanjay,Mubashshir &amp; team for request 408-8553318-8642713","other","low","heuristic_bootstrap"
"108129","Alô, @117086 já pode fazer promoção de capa pra kindle tbm, viu?","other","low","heuristic_bootstrap"
"977886","@AmazonHelp No! The first time was a mistake on your part and the second time I wasn’t even trying to use my account","other","low","heuristic_bootstrap"
"1690779","@115821 random charges have been placed on my account even when i have not purchased anything ! I’m super concerned !","other","low","heuristic_bootstrap"
"2562013","Someone hacked into my @115821 account and they won’t even do anything about it. That’s how my day is going.","account_access_security","high","heuristic_bootstrap"
"89174","@AmazonHelp Heute. Ansonsten würde ich mich nicht beschweren. https://t.co/W4EOPJj1tC","other","low","heuristic_bootstrap"
"735712","@115850 I wnt to knw my order sts.y u blked my no.Ur playing with customer emotions. Y u returned order without intimating me. Disgusting https://t.co/0GZRuCVkYB","general_complaint","medium","heuristic_bootstrap"
"2475978","@AmazonHelp Hola, el viernes me va a entregar un paquete Amazon Logisitics pero sólo estaré en casa por la tarde y no tengo a ningún vecino conocido. Donde les contacto para avisarles?","other","low","heuristic_bootstrap"
"1576342","Amazon prime now is slacking a little with having games on release day recently!","other","low","heuristic_bootstrap"
"144146","Cuando metes muchas pelis en la cesta de @115821 y le das al botón de comprar sin mirar.
#BlackFridayEnAmazon https://t.co/1BNqI6kALx","other","low","heuristic_bootstrap"
"2171163","@AmazonHelp Hi, .com it was and I think it is a third party","other","low","heuristic_bootstrap"
"2721792","Joder es brutal y era la que @116928 puso a 5€ 😱😍
#SuperMarioOdyssey (Collectors Edition) https://t.co/XNtMWBnMNq","other","low","heuristic_bootstrap"
"898735","@AmazonHelp In that email u r asking to provide same details again and again. 
Dont know why u r playing double game with me. 
Mobile no. is login id.","account_access_security","high","heuristic_bootstrap"
"1783445","@AmazonHelp Sure. Unless it's someone specifically trying to hack my acct, I've received 4 emails in 10 mins asking to verify my identity","other","low","heuristic_bootstrap"
"894608","@AmazonHelp  Dont like tht u use USPS after have UPS ship.  Supposed to come today, but not even out for delivery.","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"2176369","@AmazonHelp お返事ありがとうございます！（これまたビックリ感動！）
とても丁寧なご対応に感謝です。私の話を信じていただけたので嬉しかったです。本当にありがとうございました(　；∀；)","other","low","heuristic_bootstrap"
"175416","Paid for next day delivery and didn’t get my package? @AmazonHelp","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"2566965","@AmazonHelp Ja, anscheinend wollte den keiner. ;-) Die Lasche auf der einen Seite lässt sich komplett herausziehen, auf der anderen Seite fehlt sie.","other","low","heuristic_bootstrap"
"245858","@AmazonHelp Pues probablemente #Spotlight porque aún no la he visto y tengo muchas ganas :)","other","low","heuristic_bootstrap"
"2514231","@115821 Zuerst war es der dreißigste Oktober und jetzt ist es der zweite November geworden. Trotz Prime und vorbestellt am 26ten.","other","low","heuristic_bootstrap"
"694377","@AmazonHelp Trecking id - CU211392215IN(indian post office )
Date of sending -17-10-2017
Recieved Datw- 24-10-2017 (chabra enterprises)","other","low","heuristic_bootstrap"
"1067746","@AmazonHelp Yes i received an email and i replied thrice on that thread but no reply from u ppl.  Pf d attached snap as proof https://t.co/eW0MNSGc9F","other","low","heuristic_bootstrap"
"19150","@115850 Hi! Trying to subscribe for Prime but every time stuck after posting details for payment. Says continue but asks payment details again!","other","low","heuristic_bootstrap"
"2255200","@115821 starting to think prime is not worth the money since they don’t guarantee 2 day shipping anymore.","other","low","heuristic_bootstrap"
"2290268","@115850  well done! i placed order &amp; paid for it. U didn't delivered when i complained, u initiated replacement and after few days cancelled it and finally refunded my paid amount after 1 month.. wow what a service..
Better to use @118702 from now on.","return_replacement_status","high","heuristic_bootstrap"
"35902","@AmazonHelp Replied... With details.. Lets see if you can help from birthday party being ruined","other","low","heuristic_bootstrap"
"2151074","@115821 how in hell do you buy a book on your platform now for the iPhone7. I️ don’t want a sample I️ want to buy the book!!!","other","low","heuristic_bootstrap"
"1439769","カードの請求見たらいつの間にかアマゾンのプライム会員になっていた・・なんかポチっちゃったのかな；；","other","low","heuristic_bootstrap"
"592111","@AmazonHelp Reread my message. I’m trying to tell you that the delivery driver lied.","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"584567","Money has been debited from my account but order has failed and I still didn't get my money.. Why my order hasn't been placed? @132994 @139570 @115850 https://t.co/UuQxmD3oh4","other","low","heuristic_bootstrap"
"2424480","@AmazonHelp that links too tricky,, can you check if it’s real or not?","other","low","heuristic_bootstrap"
"424066","@115850 Thanks for great Diwali Gift ! Ordered a smartphone only to receive a surf excel mini bar inside it ! Pathetic experience https://t.co/ryqnd2JMfX","general_complaint","medium","heuristic_bootstrap"
"2176730","@AmazonHelp I have a new Kindle Oasis, with Audible. I've bought an Audible book, but it won't download to the Kindle. Kindle team says it's Audible's problem, Audible says it's Kindle's. I asked for an email address for complaints. Wrote the complaint, the email bounced back. Really cross.","other","low","heuristic_bootstrap"
"1721702","@AmazonHelp Hmm? Glaube das wird heute nix mehr kann das sein? https://t.co/CAXvMCv0FZ","other","low","heuristic_bootstrap"
"985487","the product description of #samsung smart tv given by #AmazonIndia states that it's #Netflix compatible. But it's not. #takeresponsibility https://t.co/fcfTyR5U92","other","low","heuristic_bootstrap"
"2504847","@AmazonHelp Have already sent you 2 e/mails today &amp; tonight.","other","low","heuristic_bootstrap"
"381427","@AmazonHelp 9 hours ago I was told it was, now it's lost or damaged.","wrong_or_damaged_item","high","heuristic_bootstrap"
"2288997","@AmazonHelp No correspondence received.. @115850 @AmazonHelp","other","low","heuristic_bootstrap"
"2124749","@AmazonHelp No, it literally just said I wouldn’t get it today? Like so odd cos on the tracker you could see it getting nearer and nearer! Just seems a waste of a day that’s all making sure someone was in so I could receive the parcel ☹️.","other","low","heuristic_bootstrap"
"2104969","@AmazonHelp Le message est parti. En espérant une issue favorable à ce désagrément, je vous souhaite une bonne journée.","other","low","heuristic_bootstrap"
"498476","Amazon Logistics : Tu commande chez toi, il passent au heures de bureau, tu commande au bureau, ils passent a 19h30 ...","other","low","heuristic_bootstrap"
"1544150","Wozu zahle ich bei @AmazonHelp noch mal für den Premium Versand, wenn meine Pakete trotzdem Tage brauchen? https://t.co/vAgwKSMKAO","other","low","heuristic_bootstrap"
"2944431","@115850 False commitment of delivery by today. Till 6 PM I am told delivery will be made. Now I am told it cannot be done? How can you not honour "" Delivery Commitment""??","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"734125","@AmazonHelp what happen? I can't acces my acount, ask me for a code and never arrive to my mail, I tried 10 times ....","other","low","heuristic_bootstrap"
"278709","@115850 I had ordered this for last Diwali. It's been a year and you're still ""Preparing for dispatch"" !! 😂😂😂 https://t.co/YBC1fJrlVO","order_status_inquiry","medium","heuristic_bootstrap"
"2723982","amazonからの
コンビニ支払い通知メール来ない(._.)
一度キャンセルして
カード決済がいいのかなぁ‥

最近、amazon
この支払い通知メール
凄まじく遅くなった。","other","low","heuristic_bootstrap"
"2978187","@821368 @821367 I've been chatting with @AmazonHelp for about an hour. Their product page of https://t.co/58I34DZDV5 is busted and doesn't reflect the bogo deal, and apparently has the wrong movies in it as well as being broken!","wrong_or_damaged_item","high","heuristic_bootstrap"
"2480952","@115821 so do y’all wanna explain how I could give reviews on products I never purchased, one of which is in a language I don’t speak? https://t.co/A0l62K1xCQ","other","low","heuristic_bootstrap"
"1700079","Die Amazon Prime Video-App spielt Serien haben trotz OV-Hinweis nur eine deutsche Tonspur. Jemand Ideen, wie ich das ändern könnte?","other","low","heuristic_bootstrap"
"83504","@AmazonHelp @115821 @115828 contacted you yesterday about this, and today over live chat. No one can tell me if there is a shipping delay or what is going on with my Xenoblade 2 preorder. Ordered on 9/29. Any help? https://t.co/RuTbRY9Hzl","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"1617395","Amazonから11日に発送された荷物が届かない！","other","low","heuristic_bootstrap"
"2367945","Putain commande de la nvidia shield repoussé j'ai la haine en plus elle est en rupture de stock merci @120533 😬😬😬😬😬","other","low","heuristic_bootstrap"
"423239","@AmazonHelp Non il s'agit sac à dos AmazonBasics...","other","low","heuristic_bootstrap"
"2154197","@AmazonHelp You didn't answer my question. Only help I need is you give me in written that the responsible person will get the hardest punishment for this unethical behaviour, Name is there. I don't need any other help anymore.
If you can't do that, leave it","other","low","heuristic_bootstrap"
"2910414","@AmazonHelp O oceano no fim do caminho do Neil Gaiman 😋","other","low","heuristic_bootstrap"
"889438","@AmazonHelp bank tomorrow. :(","other","low","heuristic_bootstrap"
"2640943","@AmazonHelp  I think you need to explain something https://t.co/NRUkKI6Ojd","other","low","heuristic_bootstrap"
"2946739","@AmazonHelp I've been fighting with your support for over two months. Someone hacked my account and placed a $4,000 order for gift cards. I told my CC company to file a chargeback and now you've locked my account! I won't pay for a $4,000 fraudulent order! Amazon doesn't care.","account_access_security","high","heuristic_bootstrap"
"845255","@AmazonHelp Tracking has been the same. I’ve paid for it to be delivered by 1pm!! So my money has been wasted 😡 https://t.co/RjFaNSie09","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"256660","@AmazonHelp I will
Thanks for responding","other","low","heuristic_bootstrap"
"1423006","Yo @115830, sort out your uploading of Mr Robot please xox","other","low","heuristic_bootstrap"
"288001","@AmazonHelp I did, nothing happened
They just say it'll be picked up by tomorrow every time.
You don't value your customers once items are sold","other","low","heuristic_bootstrap"
"657893","アマゾンさんのプライム会員なんだけど、ぜんぜん映画見てないから、いろいろみてみたいー！","other","low","heuristic_bootstrap"
"1550779","@115821 if an order is supposed to arrive sat the 4th and still hasn't shipped is it still going to show up on time?","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"447211","@AmazonHelp Ademas de que era el regalo de cumpleaños de mi padre, y ahora pues sirve de bien poco que lo envien, ya que el no esta.","other","low","heuristic_bootstrap"
"742438","@AmazonHelp c'est bien normal, vous êtes tellement fiables &amp; réactifs :)","other","low","heuristic_bootstrap"
"465092","@AmazonHelp Yeah I did that, thing is I’d be less upset if I didn’t fill in a thing yesterday for nobody to actually contact me today, for the tracking to update and say it’d be here today, when really it isn’t. It’s a lot of things wrong","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"1795610","If you use @115821 never purchase products from the brand #Vremi , you end up getting your Amazon Account suspended.","other","low","heuristic_bootstrap"
"833945","Alexa, send echo home! Thank you @118919 #AmazonEcho https://t.co/TXat9xqVJt","other","low","heuristic_bootstrap"
"1225751","@120533 comment ça se passe quand on reçoit un processeur à 300€ suspicieux et qu'on le renvoi en recommandé et qu'il nous revient?","other","low","heuristic_bootstrap"
"413038","Hi,
Order #406-8160545-5868304
 @AmazonHelp @119356 @213587 #3years #warranty #notresponding This is to let everyone aware of the horrible experience I had with the Lloyd L32S 80 CM HD Tv which I have bought on Amazon.in, https://t.co/EKnn61kT6N","general_complaint","medium","heuristic_bootstrap"
"2769711","@AmazonHelp Inspite being a prime customer I am unable to order ONE PLUS 5T. Check the enclosed screenshot. https://t.co/C0QNqi4zVR","other","low","heuristic_bootstrap"
"1735432","@119625 Like all #dceu movies, #wonderwoman will be on your platform, right?","other","low","heuristic_bootstrap"
"1701281","@AmazonHelp It is your team that has been harassing me for last seven days.","other","low","heuristic_bootstrap"
"1772302","@AmazonHelp no, i've been checking the tracking for this package all day and haven't gotten any update emails on delays","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"2217365","@115850 @115821 I regret the day when I bought a product from amazon on EMI. #badservices #disappointed","general_complaint","medium","heuristic_bootstrap"
"2009973","Wenn @124285 und @122924 zuverlässiger sind als das hausinterne Logistikunternehmen von @116316 , heisst das: #Prime kündigen!! #sauer","other","low","heuristic_bootstrap"
"1487270","Why can't I order toasted ravioli @115821","other","low","heuristic_bootstrap"
"1237587","@AmazonHelp Yes. It was supposed to arrive same day ""guaranteed"" it said. When I checked tracking at 10pm it said sorry we're going to be late 😡","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"2498218","@AmazonHelp I am not looking for replacement. I want to return d product &amp; if it is not returnable then why it wasn’t mentioned on product detail page?","return_replacement_status","high","heuristic_bootstrap"
"2622472","@AmazonHelp I believe Amazon? https://t.co/NSheiA8y5n","other","low","heuristic_bootstrap"
"197595","@AmazonHelp I cannot link email from account but my account is deveshsali9827296230@g https://t.co/8aosKjKFyR","other","low","heuristic_bootstrap"
"2770754","@AmazonHelp Order id 402-4048465-0987548 did not received and buyer has been refunded. Also mail has been send to safe t claim team asking for POD. But no response from there end. Need assistance asap.","other","low","heuristic_bootstrap"
"384524","@AmazonHelp Its pending since 9thOct17. Till now no refund. On reminding your team asked me to wait another 6 business days. My hopes and trust is (1/2)","refund_request","high","heuristic_bootstrap"
"977808","@115850  hi .... I booked  this mobile I m faceing software problem I need replacement it's it possible @951 https://t.co/FXxVg3YMD6","return_replacement_status","high","heuristic_bootstrap"
"1428274","@115850 Surprisingly same product has been delivered to same address 10s of times before. And delivery agent doesn’t answer calls. Creepy? https://t.co/bQDooObpUj","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"1608669","結局買った。Amazonさん便利すぎ

アクセサリー工具 https://t.co/CMy5MvXJXZ","other","low","heuristic_bootstrap"
"472425","@AmazonHelp Thank you for replying","other","low","heuristic_bootstrap"
"1421901","@115821 perchè il mio Ww2 non è ancora stato spedito? Ogni anno la stessa storia. ""Spedizione rapida""","other","low","heuristic_bootstrap"
"1287015","@115850 2 days back it said 650 why the sudden price increase plus it’s only 10$ that’s 650 rupees not 2000 plus y are u ripping Customers https://t.co/PsLGgtSqB2","other","low","heuristic_bootstrap"
"995466","@AmazonHelp What you want me to reply to the mail saying we will refund as we can't deliver your product?","refund_request","high","heuristic_bootstrap"
"263436","@115821 how does a product get so many 5 star reviews while the 1 star reviews are flooding in? #fakenews #fakereviews @17348 @178787 https://t.co/LPVmy4TPwA","other","low","heuristic_bootstrap"
"985076","@AmazonHelp I want to return a book that I bought this morning and can't seem to do it from either kindle or web browser. I'm not happy. If you want me to stay a prime customer pls sort this ASAP","other","low","heuristic_bootstrap"
"121118","@AmazonHelp I guess i did get prime but couldnt remember. Thanks 😜","other","low","heuristic_bootstrap"
"890904","@AmazonHelp ordered for dhanteras.Thought  multiple galti nahi karenge.Will cancel n file suit.1aur kiya tha wo bhi 2 din se outfordelivery.Cheaters","general_complaint","medium","heuristic_bootstrap"
"446110","@AmazonHelp I’ve been talking to your support but you seem to think it’s my responsibility to take it to a post office. If you collect it from my house for me and send me a replacement, then all will be forgiven (ORDER # 204-1761437-4501122). It was sold by Amazon.","return_replacement_status","high","heuristic_bootstrap"
"2379626","Waited in all day for an amazon delivery then I get an email saying some one just attempted delivery. No calling card either, obviously didn't even come here. Shame on you @115830 https://t.co/Y5cs6ZaAAQ","delivery_delay_or_non_delivery","high","heuristic_bootstrap"
"1763857","@AmazonHelp what’s the issue with packages to PR? Everything is taking forever to ship. Do I have to cancel my prime and stop using amazon? https://t.co/FQbHdTwSrS","other","low","heuristic_bootstrap"
"2459211","@AmazonHelp Mail me again at __email__ coz I didn't get any mail","other","low","heuristic_bootstrap"
"183124","@115850 @115850 am fed up of ur automated email replies, ur Customer Service associate r sleeping for 13 dys and have no clue where my refund is.","refund_request","high","heuristic_bootstrap"
"1702137","@AmazonHelp my parcel was left at the front door in full view of the road - which is not secured by a wall or gate - I emailed cust service - no reply","other","low","heuristic_bootstrap"
"683063","@AmazonHelp Kindly read my tweet.. All the details r there.. If someone wish.. It can be resolved,  or else u can always make me run from pillar to post.. Hv already called ur team so many times","other","low","heuristic_bootstrap"
"2569684","@AmazonHelp I haven’t ordered it yet, so I’m inquiring before I waste the time and money. I’ll get it from GameStop if it won’t ship till 11/7.","other","low","heuristic_bootstrap"
"288207","@AmazonHelp Yueying n’a pas été prise en compte.  A chaque fois on me demande de re cliquer sur demande de remboursement.","other","low","heuristic_bootstrap"
"2819878","@1384 @AmazonHelp https://t.co/bFL4Fx9RXL","other","low","heuristic_bootstrap"
"644711","@AmazonHelp dear they refused for any latter. I send their visiting card plz cross chack","other","low","heuristic_bootstrap"
"2325536","@AmazonHelp Apparently this account is automated because you already asked me this question. Does Amazon think I'm stupid? Awful CS.","general_complaint","medium","heuristic_bootstrap"
"637385","@AmazonHelp Darum geht es nicht. Ob heute Abend oder morgen. Es geht darum, dass es angeblich im Briefkasten sein soll und dann woanders ist.","other","low","heuristic_bootstrap"
"1057310","@115821 @119356  https://t.co/QSdq9V1mZ3. I have ordered nd requested the call centre to deliver the product on 23rd still it got returned.","other","low","heuristic_bootstrap"
"842108","@AmazonHelp Tried that also 🙏","other","low","heuristic_bootstrap"
